id,city_id,name,historic,length
1102,445,Metropolitano de Granada,false,16015
494,4,BRT,false,81350
765,4,Tranvías a Caballo (Otros),true,0
1028,9,Ankara Metro,false,67253
1130,206,Penn Central,true,239257
1141,407,Tel Aviv Light Rail,false,23841
1161,450,Sotratal,false,0
995,365,Dalian Metro,false,221008
1110,189,Los Angeles International Airport,false,0
1162,450,Taxutal,false,0
698,13,BTS Skytrain,false,66501
237,252,WMATA Metrorail,false,204543
1170,252,Historical Streetcars,true,65455
1103,446,Cercanías Cádiz,false,72026
1104,446,Trambahía,false,24161
127,134,MTA Metro SubwayLink,false,23759
1044,134,MTA Light RailLink,false,46292
252,107,Shanghai Metro,false,822764
196,211,O-Train,false,12375
964,43,Dublin Area Rapid Transit,false,0
965,43,Iarnród Éireann Commuter,false,151729
1033,193,Metromover,false,7874
750,149,RTA,false,51116
475,110,Roslagsbanan,false,12254
413,110,Pendeltåg,false,0
476,110,Nockebybanan,false,5676
257,110,Tunnelbana,false,105768
636,110,Båt,false,1791
644,110,Saltsjöbanan,false,7410
549,91,Kobe New Transit,false,15295
1145,365,Dalian Trams,false,23100
1163,450,Abate Molina,false,0
1336,432,Metropolitana di Palermo,false,39334
1368,464,Nagpur Metro,false,36465
708,356,Incheon Subway,false,59910
885,84,Tokadai New Transit,true,0
899,84,Nagoya Railway (Old),true,97187
914,84,Aichi Loop Railway,false,45623
912,84,Nagoya Rinkai Rapid Transit,false,15414
900,84,Bisai Railway,true,35251
887,84,Hekikai Electric Railway,true,14296
889,84,Aichi Electric Railway,true,102293
888,84,Nishio Ralilway,true,7922
891,84,Chita Railway,true,28728
910,84,Mino Electric Railway,true,5402
903,84,Japanese Government Railways (JGR) / Ministry of Railways,true,47365
904,84,Japanese National Railways (JNR),true,335574
846,84,Mikawa Railway,true,56120
495,206,MTA Long Island Railroad,false,493079
500,206,NJT Hudson-Bergen Light Rail,false,25606
1164,456,Taichung Metro,false,17067
1146,463,Metro do Porto,false,93307
1165,456,Taiwan High Speed Rail,false,7084
1147,120,Tramwaje Warszawskie sp. z o.o.,false,14522
1152,31,Kolkata Tram,false,0
480,206,"New York, New Haven & Hartford Railroad",true,96512
1269,433,Metropolitana di Catania,false,8264
1270,433,Ferrovia Circumetnea,false,30376
1148,92,Sporveien T-banen,false,0
675,59,Jakarta MRT,false,17691
490,206,BMT,true,123111
637,206,Staten Island Ferry,false,8340
482,206,MTA Metro-North,false,336739
479,206,Westchester & Boston Railroad,true,18905
125,132,Capital MetroRail,false,51691
1149,132,Capital MetroBus,false,0
1150,132,Capital MetroRapid,false,7206
1151,132,Capital MetroExpress,false,0
483,206,New York Central,true,239257
1190,206,Hudson & Manhattan Railroad,true,21644
662,59,Jakarta LRT,false,5747
1188,206,NJT Rail,false,63968
1193,206,Conrail,true,328337
801,215,"Pittsburgh, Cincinnati, Chicago, and St. Louis Railroad",true,0
773,215,St. Clair Incline Plane Company,true,0
200,215,Pittsburgh Regional Transit (PRT),false,84176
774,215,Nunnery Hill Incline Plane Company,true,0
800,215,West Shore Electric Street Railway,true,0
792,215,Pittsburgh & Lake Erie Railroad,true,0
1017,342,TCDD Taşımacılık,false,97327
68,80,CUTCSA,false,0
1018,342,UAB,false,46303
303,95,Navettes fluviales,false,0
1030,347,AntRay,false,46112
1031,347,Antalya Ulaşım A.Ş.,true,4824
298,95,Transilien,false,0
553,91,Hokushin Kyuko Electric Railway,true,7775
676,59,Commuter Line,false,234323
1157,252,Baltimore & Ohio Railroad,true,180287
682,59,HSR Jakarta-Bandung,false,42153
678,59,Greater Jakarta LRT,false,42568
918,59,NITM - NederlandschIndische Tramweg Maatschappij,true,13709
784,84,Nagoya Railway (Meitetsu),false,445506
782,84,JR Central,false,335574
771,358,Taoyuan Metro,false,52027
1001,408,Kaohsiung Metro,false,59343
913,84,Tōkai Transport Service,false,11425
51,59,Jakarta BRT,false,235303
920,59,BVM - Bataviasche Verkeers Maatschappij,true,0
23,30,Cairo Metro,false,102198
917,59,BTM - Bataviasche Tramway Maatschappij (BTM),true,16138
1500,416,SkyShuttle,false,17086
1159,59,MRT Dream,false,0
1032,351,ESTRAM,false,51868
1144,113,Karaj Metro,false,9115
1153,71,EMT,false,11483
1192,147,Northern Indiana Commuter Transportation District (NITCD),false,157576
955,212,Philadelphia Transit Company,true,5640
915,212,NJ Transit,false,75879
865,114,Hitachinaka Seaside Railway  ひたちなか海浜鉄道,false,0
246,71,Metro,false,285320
1154,71,FFCC Vía Estrecha,true,0
1155,71,Tranvías CMU,true,0
414,114,Bushu Railway  武州鉄道,true,0
426,114,Fuji Kyuko  富士急行,false,26650
886,356,Seoul Light Rail Transit,false,19070
729,356,GTX,false,0
712,356,Others,false,137710
1204,470,Yerevan Metro,false,11906
371,91,Hanshin,false,48174
372,91,Keihan,false,90696
373,91,Nankai,false,153829
542,91,Kyoto Municipal Subway,false,31496
543,91,Eizan Electric Railway,false,14318
544,91,Osaka Monorail,false,28013
545,91,Kita-Osaka Kyuko Railway,false,8389
710,356,KTX,false,79948
730,356,SRT,false,79520
546,91,Kobe Municipal Subway,false,38485
548,91,Sanyo Electric Railway,false,54729
550,91,Kobe Electric Railway,false,69570
551,91,JR Central,false,107008
554,91,Wakayama Electric Railway,false,14381
587,91,Iga Railway,false,16618
589,91,Hankai Tramway,false,18393
632,91,Keifuku Electric Railroad,false,10952
633,91,Ohmi Railway,false,59542
